id,label,text,label_text,label_text_ch
293,22,世界上有什么事正在发生,news_query,新闻查询
294,22,告诉我这个消息,news_query,新闻查询
300,13,今天预报啥情况,weather_query,天气查询
301,13,天气看起来怎样,weather_query,天气查询
302,12,嗨你在干什么,general_quirky,一般古怪
303,5,你好吗,general_greet,一般问候
304,5,早上好怎么了,general_greet,一般问候
305,16,从必胜客点一个比萨,takeaway_order,外卖订单
306,16,我想吃寿司你能帮我点个午饭吗,takeaway_order,外卖订单
307,16,艾利克斯我想吃寿司请帮我点午餐,takeaway_order,外卖订单
308,16,从意大利餐馆点一份三明治和汤外卖,takeaway_order,外卖订单
309,0,今年剩下几天了,datetime_query,日期时间查询
313,18,将亮度提高两成,iot_hue_lightup,物联网色调点亮
314,18,把灯光开到最亮,iot_hue_lightup,物联网色调点亮
316,46,静音,audio_volume_mute,音量静音
320,13,明天我该带把伞吗,weather_query,天气查询
323,24,打开智能充电器,iot_wemo_on,iot wemo on
324,22,告诉我科技日报的技术新闻,news_query,新闻查询
325,13,快乐,weather_query,天气查询
326,13,晚上,weather_query,天气查询
327,13,周日,weather_query,天气查询
330,35,安静些,audio_volume_down,音量降低
332,46,安静,audio_volume_mute,音量静音
335,13,我想知道上海的天气,weather_query,天气查询
336,13,四川省在下雪吗,weather_query,天气查询
339,56,我现在需要一杯咖啡,iot_coffee,物联网咖啡
340,56,今天,iot_coffee,物联网咖啡
341,56,启动咖啡机,iot_coffee,物联网咖啡
342,56,立即准备一杯咖啡,iot_coffee,物联网咖啡
343,13,明天天气如何啊,weather_query,天气查询
347,13,明天的天气预测怎么样,weather_query,天气查询
349,13,明天下雪吗,weather_query,天气查询
350,3,看看这家饭馆是否有外卖,takeaway_query,外卖查询
351,3,餐馆外卖,takeaway_query,外卖查询
352,3,餐厅有外卖菜单吗,takeaway_query,外卖查询
354,0,三月二十九日是星期几,datetime_query,日期时间查询
356,23,我下个闹钟是啥,alarm_query,报警查询
357,23,告诉我有哪些闹钟,alarm_query,报警查询
358,23,今天我的闹钟几点响啊,alarm_query,报警查询
359,0,能告诉我现在的时间吗,datetime_query,日期时间查询
361,45,播放谷歌播放列表音乐的曲目八,play_music,播放音乐
363,45,从我的播放列表中随机播放一首歌曲,play_music,播放音乐
364,0,今天的日期是什么,datetime_query,日期时间查询
367,22,新闻里有什么消息,news_query,新闻查询
370,40,我想关掉灯你能帮我做吗,iot_hue_lightoff,物联网色调熄灯
374,13,告诉我以下关于天气的说法是否正确,weather_query,天气查询
376,13,查一下 weather app 看看是不是,weather_query,天气查询
377,43,可以在我的播放列表中保存这些音乐吗,music_likeness,音乐相似度
378,43,你把这些音乐保存起来怎么样,music_likeness,音乐相似度
380,45,清播放骚动乐团的游戏,play_music,播放音乐
381,45,请打开我的音乐应用程序并播放朴树的平凡之路,play_music,播放音乐
382,45,请播放王菲的传奇这首歌曲,play_music,播放音乐
383,40,关掉车库的灯,iot_hue_lightoff,物联网色调熄灯
384,22,查看印度时报的热门的新闻,news_query,新闻查询
386,22,中青在线有任何死亡新闻吗,news_query,新闻查询
390,24,开关智能插头插座,iot_wemo_on,iot wemo on
394,38,如果现在广东是中午那么云南是几点,datetime_convert,日期时间转换
395,38,中国时间和太平洋时间相差几小时,datetime_convert,日期时间转换
396,45,播放飞轮海的只对你有感觉,play_music,播放音乐
398,13,明天暖和吗,weather_query,天气查询
401,45,请播放音乐,play_music,播放音乐
402,1,你能改变房子里的灯光颜色吗,iot_hue_lightchange,物联网色调光变
403,1,你能把房子里灯光色调随机播放吗,iot_hue_lightchange,物联网色调光变
404,1,你能把房子里的灯改变成昏暗的颜色吗,iot_hue_lightchange,物联网色调光变
408,23,我都定哪些闹钟了啊,alarm_query,报警查询
409,23,说一下我有哪些闹钟,alarm_query,报警查询
410,23,我的闹钟都设在了几点啊,alarm_query,报警查询
413,1,把我房间的灯改成蓝色,iot_hue_lightchange,物联网色调光变
414,1,把我房间的灯改成一些浪漫的颜色,iot_hue_lightchange,物联网色调光变
416,48,给我定个八点的闹钟,alarm_set,报警器
417,48,定个下午四点的闹钟,alarm_set,报警器
418,48,给我定个八点四十五的叫醒闹钟,alarm_set,报警器
422,22,有什么最新消息,news_query,新闻查询
425,22,什么是最受关注的的消息,news_query,新闻查询
429,40,关掉浴室的灯,iot_hue_lightoff,物联网色调熄灯
432,13,现在外面天气怎么样啊,weather_query,天气查询
433,13,现在外面有多暖和啊,weather_query,天气查询
435,0,下周二是本月几号,datetime_query,日期时间查询
436,45,播放飞轮海的文件夹,play_music,播放音乐
438,13,今天下雨吗,weather_query,天气查询
440,22,读新的头条新闻给我听,news_query,新闻查询
445,28,重播专辑,music_settings,音乐设置
446,45,播放五月天,play_music,播放音乐
447,45,播放传统的圣诞音乐,play_music,播放音乐
449,56,煮咖啡,iot_coffee,物联网咖啡
450,56,煮咖啡 olly,iot_coffee,物联网咖啡
452,22,在议会选举中世卫组织目前领先,news_query,新闻查询
453,0,今天的日期是什么,datetime_query,日期时间查询
454,1,把厨房的灯改成蓝色,iot_hue_lightchange,物联网色调光变
455,1,把客厅的灯改成红色,iot_hue_lightchange,物联网色调光变
458,14,你能大点声吗,audio_volume_up,音量调高
459,14,我听不清你说什么请大声点,audio_volume_up,音量调高
460,14,说话请大声点,audio_volume_up,音量调高
461,45,我想听古典音乐,play_music,播放音乐
462,45,我想听爵士乐,play_music,播放音乐
463,0,今天星期几,datetime_query,日期时间查询
464,0,告诉我日期和时间,datetime_query,日期时间查询
466,0,siri 今天几月节日,datetime_query,日期时间查询
467,18,让我卧室的灯变亮,iot_hue_lightup,物联网色调点亮
469,40,关灯,iot_hue_lightoff,物联网色调熄灯
470,40,关灯,iot_hue_lightoff,物联网色调熄灯
471,41,灯光熄灭,iot_hue_lighton,物联网色调莱顿
472,45,播放邓紫棋的歌,play_music,播放音乐
474,45,打开橡胶乐队的歌曲,play_music,播放音乐
477,22,找有关英国退欧的新闻,news_query,新闻查询
478,22,开放关于英国石油的新闻,news_query,新闻查询
479,22,告訴我有关习近平的讲话的新闻,news_query,新闻查询
481,0,其它时区的时间是什么,datetime_query,日期时间查询
482,0,广东是什么时区,datetime_query,日期时间查询
483,57,歌曲名字是什么,music_query,音乐查询
485,57,这首歌有多长,music_query,音乐查询
487,0,印度现在几点,datetime_query,日期时间查询
488,0,澳大利亚现在几点,datetime_query,日期时间查询
489,13,外面温度多少,weather_query,天气查询
492,25,你知​​道什么愚蠢的笑话吗,general_joke,一般笑话
493,25,你知道吗这个笑话太蠢了,general_joke,一般笑话
496,1,将灯光颜色改成蓝色,iot_hue_lightchange,物联网色调光变
497,1,确认颜色是否是蓝色,iot_hue_lightchange,物联网色调光变
498,1,将灯光颜色改成红色,iot_hue_lightchange,物联网色调光变
499,0,成都的时间,datetime_query,日期时间查询
500,0,上海几点了,datetime_query,日期时间查询
502,46,请安静,audio_volume_mute,音量静音
503,46,关闭音箱,audio_volume_mute,音量静音
504,46,请安静,audio_volume_mute,音量静音
507,23,确认闹钟时间,alarm_query,报警查询
509,23,我都有啥闹钟啊,alarm_query,报警查询
513,13,我们的成绩,weather_query,天气查询
514,46,我不在家的时候你能静音吗,audio_volume_mute,音量静音
518,45,播放我最常播放的歌曲,play_music,播放音乐
519,0,几点了,datetime_query,日期时间查询
520,0,现在几点,datetime_query,日期时间查询
521,0,告诉我时间,datetime_query,日期时间查询
522,13,这是不可能的,weather_query,天气查询
524,3,准备这个订单需要多少时间,takeaway_query,外卖查询
526,25,随便给我讲个笑话,general_joke,一般笑话
528,25,你最喜欢的笑话是什么,general_joke,一般笑话
529,40,关掉开关,iot_hue_lightoff,物联网色调熄灯
530,40,使用遥控器,iot_hue_lightoff,物联网色调熄灯
531,22,有什么最新的国际新闻,news_query,新闻查询
535,48,我需要一个一点钟的提醒闹钟,alarm_set,报警器
537,48,打开九点的闹钟,alarm_set,报警器
539,57,搜索带有凯蒂·派瑞名字的专辑,music_query,音乐查询
542,43,该死的温柔,music_likeness,音乐相似度
543,25,什么是最好笑的笑话,general_joke,一般笑话
544,25,给我讲一个黄色笑话,general_joke,一般笑话
545,45,播放歌单,play_music,播放音乐
546,45,嘿奥利打开播放列表,play_music,播放音乐
547,14,请调高波斯猫的音量,audio_volume_up,音量调高
548,28,请降低随机播放突然好想你,music_settings,音乐设置
549,28,请重播汪峰的那首歌,music_settings,音乐设置
550,57,现在在放什么歌曲,music_query,音乐查询
551,57,谁在唱这首歌,music_query,音乐查询
553,40,把房间的灯关掉,iot_hue_lightoff,物联网色调熄灯
554,40,请设置客厅灯关闭,iot_hue_lightoff,物联网色调熄灯
556,45,可以找一些背景音乐给我吗,play_music,播放音乐
557,23,列出了多少个闹钟啊,alarm_query,报警查询
558,23,明天我设什么闹钟了吗,alarm_query,报警查询
559,23,明天的闹钟是什么情况啊,alarm_query,报警查询
561,52,取消我上午八点的闹铃,alarm_remove,警报解除
563,1,改变灯光,iot_hue_lightchange,物联网色调光变
565,1,改变灯的颜色,iot_hue_lightchange,物联网色调光变
566,13,温度是多少,weather_query,天气查询
567,13,天气有多暖和啊,weather_query,天气查询
568,13,天有多冷啊,weather_query,天气查询
569,0,二十三日是生日的有多少人,datetime_query,日期时间查询
570,0,十二号是第二个周六,datetime_query,日期时间查询
571,0,二十二号是圣诞节吗,datetime_query,日期时间查询
572,0,今天几号,datetime_query,日期时间查询
573,14,提高音量,audio_volume_up,音量调高
574,28,重播十次同一首歌曲,music_settings,音乐设置
575,28,播放只有特定的歌手歌曲,music_settings,音乐设置
577,45,在列表中播放经典流行,play_music,播放音乐
578,45,请在佇列中先播放听我们的歌的天下,play_music,播放音乐
579,40,关掉门廊上的一盏灯,iot_hue_lightoff,物联网色调熄灯
580,40,请关灯,iot_hue_lightoff,物联网色调熄灯
581,40,关掉台灯,iot_hue_lightoff,物联网色调熄灯
583,13,明天太阳下山是在下午五点三十吗,weather_query,天气查询
584,13,这周有几率下雨吗,weather_query,天气查询
586,22,有什么最新消息,news_query,新闻查询
587,22,現在的趋势是什么,news_query,新闻查询
589,0,现在东部时区是几点,datetime_query,日期时间查询
591,13,现在有多暖和了,weather_query,天气查询
592,45,请打开音乐我想听我最喜欢的歌,play_music,播放音乐
593,45,我能听你现在可以在广播上听到的五十首热门歌曲吗,play_music,播放音乐
594,45,请现在打开晚餐的古典音乐,play_music,播放音乐
596,45,你能打开吉克隽逸的热门歌曲吗,play_music,播放音乐
597,45,我想听我最喜欢的欧阳靖的歌,play_music,播放音乐
598,14,调高声音,audio_volume_up,音量调高
599,35,调低音量,audio_volume_down,音量降低
600,14,请把音量调高,audio_volume_up,音量调高
602,48,设个开始的闹铃,alarm_set,报警器
603,48,把闹钟改成午夜响,alarm_set,报警器
604,13,今后一周天气怎么样啊,weather_query,天气查询
605,13,周二天气预报怎么样啊,weather_query,天气查询
606,13,周末天气预报怎么样啊,weather_query,天气查询
607,46,设定静音二十分钟,audio_volume_mute,音量静音
609,14,之后再讲,audio_volume_up,音量调高
611,48,请为我设置一个明天早上七点的闹钟,alarm_set,报警器
613,45,播放歌单第七首,play_music,播放音乐
615,45,从我的播放列表播放歌,play_music,播放音乐
618,0,这个月最后一天是星期几,datetime_query,日期时间查询
619,0,现在中部几点,datetime_query,日期时间查询
620,0,现在山地时区几点,datetime_query,日期时间查询
621,22,关于唐纳德特朗普的最新争议是什么,news_query,新闻查询
622,22,王毅最近的争议是什么,news_query,新闻查询
627,45,请播放金属音乐上一张专辑的最后一首热门歌曲,play_music,播放音乐
630,22,有地铁修建的消息就通知我,news_query,新闻查询
632,22,一有今日头条的消息就通知我,news_query,新闻查询
633,34,启动扫地机器人,iot_cleaning,物联网清洁
636,25,有什么关于汽车的好笑的笑话,general_joke,一般笑话
637,25,跟我說個關於男人,general_joke,一般笑话
639,45,提醒我今晚播放这首歌,play_music,播放音乐
640,45,请从我最喜欢的列表为我播放一首歌,play_music,播放音乐
641,45,为我播放一首歌,play_music,播放音乐
642,45,给我放一首梅艳芳的歌,play_music,播放音乐
643,34,我需要你启动扫地机器人,iot_cleaning,物联网清洁
644,13,这周最高温度多少度啊,weather_query,天气查询
645,18,稍微调高灯光,iot_hue_lightup,物联网色调点亮
646,18,调亮灯光一点,iot_hue_lightup,物联网色调点亮
647,18,使灯光更加可见,iot_hue_lightup,物联网色调点亮
648,23,可以告诉我都设了什么闹钟吗,alarm_query,报警查询
649,23,我今天设了任何闹钟了吗,alarm_query,报警查询
650,23,我需要定个闹钟我都定多少了啊,alarm_query,报警查询
652,40,控制灯关闭房间的灯,iot_hue_lightoff,物联网色调熄灯
653,45,可以找到一些福音音乐,play_music,播放音乐
654,45,我想听一些福音音乐,play_music,播放音乐
655,13,四川现在的天气咋样啊,weather_query,天气查询
656,13,北京现在天气咋样啊,weather_query,天气查询
659,0,北京现在是几点,datetime_query,日期时间查询
661,38,请问这里的下午六点在中国是几点,datetime_convert,日期时间转换
662,38,你能说出青岛和成都有多少小时的时差吗,datetime_convert,日期时间转换
664,31,调低灯光,iot_hue_lightdim,物联网色调 lightdim
666,31,我得把灯关掉,iot_hue_lightdim,物联网色调 lightdim
667,31,调低亮度,iot_hue_lightdim,物联网色调 lightdim
669,16,帮我点两个汉堡包,takeaway_order,外卖订单
670,16,下单一个披萨,takeaway_order,外卖订单
671,0,你能告诉我今天是几号吗,datetime_query,日期时间查询
672,0,能告诉我几点了吗,datetime_query,日期时间查询
673,0,现在几点,datetime_query,日期时间查询
674,0,显示当前时间,datetime_query,日期时间查询
677,8,手机充电的时候请把插头关掉,iot_wemo_off,iot wemo 关闭
679,8,我想你在给手机充好电之前关掉智能插座,iot_wemo_off,iot wemo 关闭
681,4,让我了解股票市场价格,qa_stock,库存
683,45,你能播放我的最后一首歌吗,play_music,播放音乐
684,45,播放林俊杰的歌,play_music,播放音乐
685,45,在下午六点播放昨晚的那首歌,play_music,播放音乐
687,0,给我北京的时间,datetime_query,日期时间查询
688,0,现在给我华盛顿的时间,datetime_query,日期时间查询
690,35,声音太大请调低音量,audio_volume_down,音量降低
692,57,刚刚走红的那首歌曲叫什么名字,music_query,音乐查询
693,3,我刚点了吃的打电话看他们是否已经送到了,takeaway_query,外卖查询
694,3,查看我现在的订单外送情况,takeaway_query,外卖查询
695,3,打电话给餐厅看看是否在派送了,takeaway_query,外卖查询
696,18,请照亮房间,iot_hue_lightup,物联网色调点亮
698,22,市政府发生了什么,news_query,新闻查询
699,13,天气报告怎么样啊,weather_query,天气查询
700,13,上海天气咋样,weather_query,天气查询
701,13,查看天气,weather_query,天气查询
703,31,我希望灯光不要太亮,iot_hue_lightdim,物联网色调 lightdim
704,31,请把灯调亮一点,iot_hue_lightdim,物联网色调 lightdim
705,25,告诉我些好玩的事,general_joke,一般笑话
706,45,我想听胡彦斌谢谢,play_music,播放音乐
709,22,给我看选举投票的最新消息,news_query,新闻查询
713,22,你能告诉凤凰新闻上最近的突发新闻吗,news_query,新闻查询
715,22,给我看一份报纸,news_query,新闻查询
716,22,我想知道迈阿密先驱报的消息,news_query,新闻查询
717,22,请给我读一下羊城晚报的最新消息,news_query,新闻查询
719,5,你好,general_greet,一般问候
720,5,你好,general_greet,一般问候
721,48,创建个闹钟明天早上四点整,alarm_set,报警器
722,48,五小时后设置闹钟把我叫醒,alarm_set,报警器
723,48,定个闹钟三小时后叫我起床,alarm_set,报警器
724,13,告诉我本周的天气状况,weather_query,天气查询
725,13,显示一周的天气,weather_query,天气查询
727,45,我想听王菲的歌,play_music,播放音乐
728,45,在这首歌曲之后播放安立奎·伊格萊西亚斯的歌,play_music,播放音乐
729,45,在这首歌曲之后播放毛不易最新的歌曲,play_music,播放音乐
731,18,关灯,iot_hue_lightup,物联网色调点亮
732,43,保存我的音乐偏好,music_likeness,音乐相似度
733,43,保存我的音乐选择,music_likeness,音乐相似度
734,45,播放我喜欢的音乐,play_music,播放音乐
735,35,请调低你的音量,audio_volume_down,音量降低
736,14,你能把答案大声告诉我吗,audio_volume_up,音量调高
739,13,今天温度多少度啊,weather_query,天气查询
740,13,今天环境多潮湿啊,weather_query,天气查询
742,45,播放所有最新的流行歌,play_music,播放音乐
744,45,接下来播放快乐的播放列表,play_music,播放音乐
745,22,现在流行什么,news_query,新闻查询
746,22,给我头条新闻,news_query,新闻查询
747,45,从我的派对歌单播放歌曲,play_music,播放音乐
748,14,请把这首歌的音量调低,audio_volume_up,音量调高
749,14,调高音量让我在其他房间也能听到,audio_volume_up,音量调高
750,35,调低一成音量,audio_volume_down,音量降低
752,46,一直静音除非我说别的,audio_volume_mute,音量静音
