id,label,label_text,text,lang,language
432,weather_query,weather_query,现在外面天气怎么样啊,zh-CN,zh-CN
433,weather_query,weather_query,现在外面有多暖和啊,zh-CN,zh-CN
435,datetime_query,datetime_query,下周二是本月几号,zh-CN,zh-CN
436,play_music,play_music,播放飞轮海的文件夹,zh-CN,zh-CN
438,weather_query,weather_query,今天下雨吗,zh-CN,zh-CN
440,news_query,news_query,读新的头条新闻给我听,zh-CN,zh-CN
445,music_settings,music_settings,重播专辑,zh-CN,zh-CN
446,play_music,play_music,播放五月天,zh-CN,zh-CN
447,play_music,play_music,播放传统的圣诞音乐,zh-CN,zh-CN
449,iot_coffee,iot_coffee,煮咖啡,zh-CN,zh-CN
450,iot_coffee,iot_coffee,煮咖啡 olly,zh-CN,zh-CN
452,news_query,news_query,在议会选举中世卫组织目前领先,zh-CN,zh-CN
453,datetime_query,datetime_query,今天的日期是什么,zh-CN,zh-CN
454,iot_hue_lightchange,iot_hue_lightchange,把厨房的灯改成蓝色,zh-CN,zh-CN
455,iot_hue_lightchange,iot_hue_lightchange,把客厅的灯改成红色,zh-CN,zh-CN
458,audio_volume_up,audio_volume_up,你能大点声吗,zh-CN,zh-CN
459,audio_volume_up,audio_volume_up,我听不清你说什么请大声点,zh-CN,zh-CN
460,audio_volume_up,audio_volume_up,说话请大声点,zh-CN,zh-CN
461,play_music,play_music,我想听古典音乐,zh-CN,zh-CN
462,play_music,play_music,我想听爵士乐,zh-CN,zh-CN
463,datetime_query,datetime_query,今天星期几,zh-CN,zh-CN
464,datetime_query,datetime_query,告诉我日期和时间,zh-CN,zh-CN
466,datetime_query,datetime_query,siri 今天几月节日,zh-CN,zh-CN
467,iot_hue_lightup,iot_hue_lightup,让我卧室的灯变亮,zh-CN,zh-CN
469,iot_hue_lightoff,iot_hue_lightoff,关灯,zh-CN,zh-CN
470,iot_hue_lightoff,iot_hue_lightoff,关灯,zh-CN,zh-CN
471,iot_hue_lighton,iot_hue_lighton,灯光熄灭,zh-CN,zh-CN
472,play_music,play_music,播放邓紫棋的歌,zh-CN,zh-CN
474,play_music,play_music,打开橡胶乐队的歌曲,zh-CN,zh-CN
477,news_query,news_query,找有关英国退欧的新闻,zh-CN,zh-CN
478,news_query,news_query,开放关于英国石油的新闻,zh-CN,zh-CN
479,news_query,news_query,告訴我有关习近平的讲话的新闻,zh-CN,zh-CN
481,datetime_query,datetime_query,其它时区的时间是什么,zh-CN,zh-CN
482,datetime_query,datetime_query,广东是什么时区,zh-CN,zh-CN
483,music_query,music_query,歌曲名字是什么,zh-CN,zh-CN
485,music_query,music_query,这首歌有多长,zh-CN,zh-CN
487,datetime_query,datetime_query,印度现在几点,zh-CN,zh-CN
488,datetime_query,datetime_query,澳大利亚现在几点,zh-CN,zh-CN
489,weather_query,weather_query,外面温度多少,zh-CN,zh-CN
492,general_joke,general_joke,你知​​道什么愚蠢的笑话吗,zh-CN,zh-CN
493,general_joke,general_joke,你知道吗这个笑话太蠢了,zh-CN,zh-CN
496,iot_hue_lightchange,iot_hue_lightchange,将灯光颜色改成蓝色,zh-CN,zh-CN
497,iot_hue_lightchange,iot_hue_lightchange,确认颜色是否是蓝色,zh-CN,zh-CN
498,iot_hue_lightchange,iot_hue_lightchange,将灯光颜色改成红色,zh-CN,zh-CN
499,datetime_query,datetime_query,成都的时间,zh-CN,zh-CN
500,datetime_query,datetime_query,上海几点了,zh-CN,zh-CN
502,audio_volume_mute,audio_volume_mute,请安静,zh-CN,zh-CN
503,audio_volume_mute,audio_volume_mute,关闭音箱,zh-CN,zh-CN
504,audio_volume_mute,audio_volume_mute,请安静,zh-CN,zh-CN
507,alarm_query,alarm_query,确认闹钟时间,zh-CN,zh-CN
509,alarm_query,alarm_query,我都有啥闹钟啊,zh-CN,zh-CN
513,weather_query,weather_query,我们的成绩,zh-CN,zh-CN
514,audio_volume_mute,audio_volume_mute,我不在家的时候你能静音吗,zh-CN,zh-CN
518,play_music,play_music,播放我最常播放的歌曲,zh-CN,zh-CN
519,datetime_query,datetime_query,几点了,zh-CN,zh-CN
520,datetime_query,datetime_query,现在几点,zh-CN,zh-CN
521,datetime_query,datetime_query,告诉我时间,zh-CN,zh-CN
522,weather_query,weather_query,这是不可能的,zh-CN,zh-CN
524,takeaway_query,takeaway_query,准备这个订单需要多少时间,zh-CN,zh-CN
526,general_joke,general_joke,随便给我讲个笑话,zh-CN,zh-CN
528,general_joke,general_joke,你最喜欢的笑话是什么,zh-CN,zh-CN
529,iot_hue_lightoff,iot_hue_lightoff,关掉开关,zh-CN,zh-CN
530,iot_hue_lightoff,iot_hue_lightoff,使用遥控器,zh-CN,zh-CN
531,news_query,news_query,有什么最新的国际新闻,zh-CN,zh-CN
535,alarm_set,alarm_set,我需要一个一点钟的提醒闹钟,zh-CN,zh-CN
537,alarm_set,alarm_set,打开九点的闹钟,zh-CN,zh-CN
539,music_query,music_query,搜索带有凯蒂·派瑞名字的专辑,zh-CN,zh-CN
542,music_likeness,music_likeness,该死的温柔,zh-CN,zh-CN
543,general_joke,general_joke,什么是最好笑的笑话,zh-CN,zh-CN
544,general_joke,general_joke,给我讲一个黄色笑话,zh-CN,zh-CN
545,play_music,play_music,播放歌单,zh-CN,zh-CN
546,play_music,play_music,嘿奥利打开播放列表,zh-CN,zh-CN
547,audio_volume_up,audio_volume_up,请调高波斯猫的音量,zh-CN,zh-CN
548,music_settings,music_settings,请降低随机播放突然好想你,zh-CN,zh-CN
549,music_settings,music_settings,请重播汪峰的那首歌,zh-CN,zh-CN
550,music_query,music_query,现在在放什么歌曲,zh-CN,zh-CN
551,music_query,music_query,谁在唱这首歌,zh-CN,zh-CN
553,iot_hue_lightoff,iot_hue_lightoff,把房间的灯关掉,zh-CN,zh-CN
554,iot_hue_lightoff,iot_hue_lightoff,请设置客厅灯关闭,zh-CN,zh-CN
556,play_music,play_music,可以找一些背景音乐给我吗,zh-CN,zh-CN
557,alarm_query,alarm_query,列出了多少个闹钟啊,zh-CN,zh-CN
558,alarm_query,alarm_query,明天我设什么闹钟了吗,zh-CN,zh-CN
559,alarm_query,alarm_query,明天的闹钟是什么情况啊,zh-CN,zh-CN
561,alarm_remove,alarm_remove,取消我上午八点的闹铃,zh-CN,zh-CN
563,iot_hue_lightchange,iot_hue_lightchange,改变灯光,zh-CN,zh-CN
565,iot_hue_lightchange,iot_hue_lightchange,改变灯的颜色,zh-CN,zh-CN
566,weather_query,weather_query,温度是多少,zh-CN,zh-CN
567,weather_query,weather_query,天气有多暖和啊,zh-CN,zh-CN
568,weather_query,weather_query,天有多冷啊,zh-CN,zh-CN
569,datetime_query,datetime_query,二十三日是生日的有多少人,zh-CN,zh-CN
570,datetime_query,datetime_query,十二号是第二个周六,zh-CN,zh-CN
